playername,marketvaluepound,season,age,lgrank,MP,starts,min,goal,assist,sh,sot,sotp,gsh,cmp,cmpp,cmpsp,cmpmp,cmplp,crs,ground,low,high,left,right,head,off,int,block,sca,passlive,drib,gca,gcapasslive,gcadrib,tkl,tklw,press,pressp,touches,succp,targ,rec,recp,miscon,subs,fls,recov,aerialwonp
Felix Klaus,,2018-2019,25,6th,15,5,443,1,1,42.9,2.84,0.07,0,108,77.7,66.7,83.5,47.6,10,80,36,23,11,102,20,0,1,Matches,14,10,2,2,1,1,12,5,134,24.6,206,25.0,223,139,62.3,9,10,8,39,12.5
Felix Klaus,,2019-2020,26,7th,23,6,670,0,1,31.6,2.55,0.00,0,150,68.8,16.7,76.7,53.6,19,119,60,39,17,157,27,0,5,Matches,15,13,1,2,1,0,23,13,226,30.5,354,46.2,367,244,66.5,35,17,12,56,28.1
Dawid Kownacki,,2013-2014,16,2nd,13,2,318,2,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,
Dawid Kownacki,,2014-2015,17,1st,30,17,"1,692",4,3,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,13,,,
Dawid Kownacki,,2015-2016,18,7th,24,11,"1,164",6,1,,,,2,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,13,,,
Dawid Kownacki,,2016-2017,19,3rd,27,16,"1,351",9,4,,0.00,,1,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,11,,,
Dawid Kownacki,,2017-2018,20,10th,22,6,823,5,2,54.5,2.41,0.23,0,200,73.5,20.0,84.3,41.9,16,174,61,37,40,194,15,0,4,Matches,18,11,3,5,3,1,9,6,200,22.5,384,76.5,441,290,65.8,22,16,14,38,48.1
Dawid Kownacki,,2018-2019,21,9th,13,0,168,1,1,25.0,2.14,0.00,1,67,80.7,0.0,84.4,50.0,3,64,16,3,13,60,6,0,1,Matches,11,9,1,2,1,0,1,1,48,27.1,113,53.8,148,94,63.5,7,13,3,11,33.3
Dawid Kownacki,,2018-2019,21,10th,10,7,575,4,0,41.7,1.88,0.33,0,106,69.3,33.3,77.4,55.3,7,87,39,27,32,96,9,0,6,Matches,13,11,1,2,2,0,10,4,158,20.9,235,47.1,220,145,65.9,6,3,4,42,44.4
Dawid Kownacki,,2019-2020,22,17th,20,11,"1,093",0,0,40.7,2.22,0.00,0,214,68.8,32.1,74.6,62.7,15,183,74,54,47,203,19,1,6,Matches,33,20,6,2,1,0,16,13,226,32.3,497,54.2,532,323,60.7,29,9,21,87,43.4
Andrej Kramarić,,2008-2009,17,1st,1,0,23,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Andrej Kramarić,,2009-2010,18,1st,24,6,990,7,4,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,18,,,
Andrej Kramarić,,2010-2011,19,1st,12,2,326,1,1,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,10,,,
Andrej Kramarić,,2011-2012,20,1st,1,0,6,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Andrej Kramarić,,2011-2012,20,7th,13,13,"1,129",5,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Andrej Kramarić,,2012-2013,21,2nd,32,31,"2,783",15,6,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Andrej Kramarić,,2013-2014,22,1st,4,2,193,2,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,,,
Andrej Kramarić,,2013-2014,22,2nd,24,22,"1,750",16,3,,,,2,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,,,
Andrej Kramarić,,2014-2015,23,2nd,18,18,"1,551",21,2,,,,2,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,,,
Andrej Kramarić,,2014-2015,23,14th,13,6,577,2,2,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,7,29,,
Andrej Kramarić,,2015-2016,24,1st,2,0,24,0,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,1,,
Andrej Kramarić,,2015-2016,24,15th,15,12,"1,085",5,2,,,,1,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,3,10,,
Andrej Kramarić,,2016-2017,25,4th,34,28,"2,364",15,8,36.4,3.77,0.10,5,,,,,,46,,,,,,,,,Matches,,,,,,,,7,,,,,,,,,6,12,,
Andrej Kramarić,,2017-2018,26,3rd,34,22,"2,228",13,6,39.8,3.35,0.13,2,668,72.5,47.2,83.3,50.4,141,531,136,255,139,729,31,4,19,Matches,88,53,9,12,8,0,5,3,363,20.7,1193,59.3,1198,891,74.4,49,12,10,128,30.4
Andrej Kramarić,,2018-2019,27,9th,30,28,"2,396",17,4,37.6,3.79,0.12,5,829,76.9,26.8,86.1,54.6,92,732,152,194,134,875,37,5,17,Matches,117,74,14,10,9,0,16,11,385,23.1,1381,61.2,1337,1019,76.2,53,2,8,179,14.3
Andrej Kramarić,,2019-2020,28,6th,19,14,"1,422",12,2,50.0,2.53,0.25,2,445,80.3,48.4,85.2,71.8,27,374,108,72,80,445,15,2,13,Matches,51,31,5,10,6,2,3,2,229,28.4,719,72.2,766,562,73.4,26,5,6,78,29.6
Ahmed Kutucu,,2016-2017,16,2nd,20,20,"1,691",10,,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,,,
Ahmed Kutucu,,2016-2017,16,4th,2,0,56,0,,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,,,
Ahmed Kutucu,,2017-2018,17,1st,21,20,"1,720",10,,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,1,,,
Ahmed Kutucu,,2018-2019,18,6th,15,15,"1,292",15,,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,,,
Ahmed Kutucu,,2018-2019,18,14th,13,3,425,2,0,63.6,2.33,0.18,0,67,66.3,33.3,74.0,52.6,7,66,16,19,21,68,4,0,0,Matches,10,6,1,0,0,0,5,2,129,20.2,157,86.7,178,97,54.5,9,10,10,39,26.3
Ahmed Kutucu,,2019-2020,19,12th,25,3,679,3,2,33.3,1.99,0.20,0,126,71.2,25.0,76.1,65.2,6,106,40,31,24,130,11,3,4,Matches,18,11,3,4,4,0,13,9,139,33.1,286,63.6,327,201,61.5,24,22,11,42,34.4
Tim Lemperle,,2017-2018,15,14th,9,6,632,3,,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,3,,,
Tim Lemperle,,2018-2019,16,6th,16,16,"1,286",11,,,,,1,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,,,
Tim Lemperle,,2018-2019,16,8th,12,6,626,1,,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,6,,,
Tim Lemperle,,2019-2020,17,2nd,15,14,"1,113",3,,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,1,,,
Tim Lemperle,,2019-2020,17,14th,1,0,16,0,0,0.0,5.63,0.00,0,2,100.0,,100.0,,0,2,0,0,0,2,0,0,0,Matches,0,0,0,0,0,0,0,0,4,0.0,7,0.0,7,4,57.1,0,1,0,3,
Dodi Lukebakio,,2015-2016,17,2nd,17,3,488,1,1,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,14,8,,
Dodi Lukebakio,,2016-2017,18,13th,5,0,92,0,0,0.0,2.93,0.00,0,,,,,,5,,,,,,,,,Matches,,,,,,,,1,,,,,,,,,5,0,,
Dodi Lukebakio,,2017-2018,19,14th,1,0,16,0,0,0.0,5.63,0.00,0,6,75.0,,100.0,60.0,2,5,2,1,7,0,1,0,0,Matches,1,1,0,0,0,0,1,0,1,0.0,11,,8,6,75.0,1,1,0,2,
Dodi Lukebakio,,2017-2018,19,6th,19,15,"1,282",3,4,,0.00,,0,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,4,27,,
Dodi Lukebakio,,2018-2019,20,10th,31,22,"1,972",10,3,52.9,2.33,0.12,4,444,74.6,38.7,81.5,60.3,41,422,68,105,428,125,26,1,12,Matches,54,36,6,6,3,1,25,15,282,23.0,933,66.7,1021,695,68.1,76,9,30,112,46.7
Dodi Lukebakio,,2019-2020,21,10th,30,24,"2,031",7,6,47.4,1.68,0.18,0,480,75.4,44.2,80.7,68.6,56,393,153,91,453,129,21,1,12,Matches,66,44,11,11,3,4,33,22,312,24.4,929,65.9,955,642,67.2,60,6,26,137,35.7
Yunus Mallı,,2011-2012,19,13th,13,3,470,0,1,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,10,7,,
Yunus Mallı,,2012-2013,20,13th,14,7,662,1,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,7,5,,
Yunus Mallı,,2013-2014,21,7th,21,11,"1,036",5,3,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,10,9,,
Yunus Mallı,,2014-2015,22,11th,31,24,"2,173",6,4,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,7,26,,
Yunus Mallı,,2015-2016,23,6th,34,33,"2,778",11,4,,,,1,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,1,18,,
Yunus Mallı,,2016-2017,24,15th,16,15,"1,376",6,6,46.9,2.09,0.09,3,,,,,,92,,,,,,,,,Matches,,,,,,,,6,,,,,,,,,1,5,,
Yunus Mallı,,2016-2017,24,16th,16,13,"1,175",1,1,27.6,2.22,0.03,0,,,,,,61,,,,,,,,,Matches,,,,,,,,11,,,,,,,,,3,9,,
Yunus Mallı,,2017-2018,25,16th,31,24,"2,242",5,4,30.2,2.13,0.09,0,653,76.0,27.0,84.3,55.0,46,557,158,144,132,659,49,1,18,Matches,68,53,4,9,8,0,22,14,369,24.4,1159,58.8,1053,844,80.2,49,7,14,168,17.1
Yunus Mallı,,2018-2019,26,6th,21,5,701,1,1,28.6,0.90,0.00,1,267,78.5,23.1,84.4,67.1,23,235,45,60,45,266,22,0,8,Matches,30,21,3,3,3,0,9,7,138,15.2,410,62.5,367,297,80.9,7,16,7,65,20.0
Yunus Mallı,,2019-2020,27,7th,0,0,,,,40.0,1.34,0.00,0,152,71.4,64.7,75.4,48.0,10,125,49,39,21,165,21,2,2,Matches,15,10,0,2,2,0,9,4,110,23.6,303,45.5,290,220,75.9,19,0,6,40,27.3
Rabbi Matondo,,2017-2018,16,6th,13,7,662,2,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,6,,,
Rabbi Matondo,,2018-2019,17,8th,11,9,882,6,2,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,,,
Rabbi Matondo,,2018-2019,17,14th,7,1,189,0,0,33.3,1.43,0.00,0,27,75.0,0.0,80.6,50.0,4,25,7,4,5,30,0,0,0,Matches,4,4,0,0,0,0,2,1,74,12.2,56,42.9,61,42,68.9,5,6,3,10,14.3
Rabbi Matondo,,2019-2020,18,12th,20,14,"1,162",2,0,29.2,1.86,0.08,0,163,68.2,44.4,72.9,62.9,10,157,51,31,20,194,13,0,9,Matches,30,17,6,0,0,0,10,4,272,23.5,421,51.6,539,305,56.6,47,6,22,68,22.2
Anthony Modeste,,2007-2008,19,8th,20,11,992,1,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,9,22,,
Anthony Modeste,,2008-2009,20,9th,22,6,686,2,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,16,19,,
Anthony Modeste,,2009-2010,21,5th,37,37,"3,162",20,0,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Anthony Modeste,,2010-2011,22,7th,37,27,"2,379",10,3,,,,4,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,10,44,,
Anthony Modeste,,2011-2012,23,5th,15,4,470,3,0,,,,1,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,11,19,,
Anthony Modeste,,2011-2012,23,19th,9,3,392,0,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,6,7,,
Anthony Modeste,,2012-2013,24,12th,36,35,"3,025",15,3,,,,3,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,1,42,,
Anthony Modeste,,2013-2014,25,9th,29,20,"1,620",12,2,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,9,43,,
Anthony Modeste,,2014-2015,26,8th,26,16,"1,294",7,1,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,10,21,,
Anthony Modeste,,2015-2016,27,9th,34,33,"2,868",15,3,,,,3,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,1,45,,
Anthony Modeste,,2016-2017,28,5th,34,34,"2,971",25,2,39.6,3.06,0.22,3,,,,,,13,,,,,,,,,Matches,,,,,,,,14,,,,,,,,,0,46,,
Anthony Modeste,,2017,28,3rd,8,8,683,7,3,,0.00,,1,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,0,,,
Anthony Modeste,,2018,29,9th,12,10,953,4,0,41.9,2.93,0.10,1,,,,,,3,,,,,,,,,Matches,,,,,,,,4,,,,,,,,,2,14,,
Anthony Modeste,,2018-2019,30,1st,10,3,372,6,0,38.9,4.35,0.28,1,,,,,,1,,,,,,,,,Matches,,,,,,,,1,,,,,,,,,7,9,,
Anthony Modeste,,2019-2020,31,14th,27,11,"1,138",4,1,29.4,2.69,0.12,0,132,55.5,30.8,60.6,44.0,6,113,49,76,13,148,30,2,6,Matches,13,7,2,2,1,1,10,6,231,22.5,367,90.0,486,253,52.1,31,16,25,37,51.7
Florian Niederlechner,,2011-2012,20,15th,35,24,"2,173",8,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,
Florian Niederlechner,,2012-2013,21,9th,21,17,"1,426",8,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
Florian Niederlechner,,2012-2013,21,5th,15,14,"1,059",5,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Florian Niederlechner,,2013-2014,22,1st,31,21,"1,689",7,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
Florian Niederlechner,,2014-2015,23,8th,33,32,"2,679",15,7,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,1,71,,
Florian Niederlechner,,2015-2016,24,6th,12,1,184,0,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,11,9,,
Florian Niederlechner,,2015-2016,24,1st,14,11,926,8,1,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,3,26,,
Florian Niederlechner,,2016-2017,25,7th,34,29,"2,410",11,3,40.5,2.95,0.10,3,,,,,,5,,,,,,,,,Matches,,,,,,,,18,,,,,,,,,5,52,,
Florian Niederlechner,,2017-2018,26,15th,10,9,697,2,0,31.8,2.84,0.09,0,92,72.4,33.3,79.4,57.1,3,77,19,31,25,78,18,0,2,Matches,15,7,1,1,0,1,6,4,179,18.4,231,33.3,283,170,60.1,20,1,16,32,33.3
Florian Niederlechner,,2018-2019,27,13th,24,12,970,4,1,54.5,3.06,0.12,0,131,71.2,44.4,75.2,69.0,6,129,36,19,35,120,12,2,7,Matches,22,17,2,4,2,1,4,3,209,27.8,323,41.7,401,229,57.1,32,12,23,49,30.3
Florian Niederlechner,,2019-2020,28,15th,33,31,"2,720",13,6,50.7,2.48,0.16,1,369,73.5,35.2,80.4,68.6,18,308,111,83,76,347,37,2,11,Matches,71,40,12,13,6,4,26,18,542,23.8,887,45.8,1214,569,46.9,68,2,46,125,38.5
Yuya Osako,,2013-2014,23,7th,15,15,"1,325",6,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,,
Yuya Osako,,2014-2015,24,12th,28,16,"1,523",3,3,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,12,28,,
Yuya Osako,,2015-2016,25,9th,25,14,"1,345",1,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,11,26,,
Yuya Osako,,2016-2017,26,5th,30,27,"2,367",7,6,44.2,1.63,0.16,0,,,,,,17,,,,,,,,,Matches,,,,,,,,36,,,,,,,,,3,49,,
Yuya Osako,,2017-2018,27,18th,25,23,"1,896",4,2,37.8,1.76,0.11,0,435,70.4,33.3,76.5,57.4,25,386,116,116,125,422,46,8,17,Matches,46,41,2,6,5,1,11,8,371,27.5,836,72.2,927,635,68.5,40,2,24,121,30.1
Yuya Osako,,2018-2019,28,8th,21,15,"1,346",3,2,21.4,1.87,0.11,0,374,73.9,54.5,80.5,53.0,18,337,96,73,101,358,24,1,13,Matches,31,27,2,3,2,0,20,10,229,25.8,694,64.7,686,529,77.1,38,6,20,81,41.5
Yuya Osako,,2019-2020,29,16th,28,22,"1,848",8,2,45.7,2.24,0.17,0,493,75.7,28.9,80.9,72.9,16,373,162,116,147,409,42,2,13,Matches,63,48,5,5,2,1,31,22,371,28.6,943,53.3,1038,718,69.2,63,6,31,110,37.8
Ivan Perišić,,2008-2009,19,16th,17,16,"1,421",5,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Ivan Perišić,,2009-2010,20,3rd,32,29,"2,635",9,8,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,3,,,
Ivan Perišić,,2010-2011,21,4th,37,34,"3,027",22,9,,,,1,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,3,,,
Ivan Perišić,,2011-2012,22,1st,28,8,974,7,2,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,20,13,,
Ivan Perišić,,2012-2013,23,2nd,14,5,511,2,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,9,5,,
Ivan Perišić,,2012-2013,23,11th,11,7,542,2,2,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,4,6,,
Ivan Perišić,,2013-2014,24,5th,33,24,"2,193",10,4,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,9,26,,
Ivan Perišić,,2014-2015,25,2nd,24,21,"1,719",5,4,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,3,26,,
Ivan Perišić,,2015-2016,26,8th,2,2,163,1,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,0,,
Ivan Perišić,,2015-2016,26,4th,34,26,"2,408",7,6,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,8,24,,
Ivan Perišić,,2016-2017,27,7th,36,31,"2,750",11,8,35.6,3.40,0.11,0,,,,,,204,,,,,,,,,Matches,,,,,,,,40,,,,,,,,,5,23,,
Ivan Perišić,,2017-2018,28,4th,37,37,"3,313",11,7,32.2,3.29,0.09,0,1109,68.0,21.2,75.7,53.1,199,962,342,327,569,854,115,5,38,Matches,128,105,6,14,9,1,45,30,688,26.6,2078,47.9,1965,1573,80.1,56,0,27,232,54.3
Ivan Perišić,,2018-2019,29,4th,34,30,"2,701",8,3,25.7,3.37,0.06,2,964,68.2,16.5,78.7,51.8,203,823,232,358,539,693,75,3,26,Matches,102,79,3,9,4,1,33,19,611,25.0,1778,59.6,1635,1290,78.9,52,4,28,200,46.4
Ivan Perišić,,2019-2020,30,1st,22,11,"1,206",4,3,29.3,3.06,0.10,0,448,70.9,23.3,79.4,57.1,75,370,145,117,213,331,45,2,15,Matches,39,28,3,8,7,0,22,16,256,34.0,782,54.5,755,588,77.9,25,11,18,88,69.2
Nils Petersen,,2006-2007,17,13th,3,0,37,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Nils Petersen,,2007-2008,18,18th,20,4,545,4,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,
Nils Petersen,,2008-2009,19,16th,1,0,7,0,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,1,0,,
Nils Petersen,,2009-2010,20,9th,22,13,"1,102",10,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,15,,
Nils Petersen,,2010-2011,21,6th,33,33,"2,899",25,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,,
Nils Petersen,,2011-2012,22,2nd,9,2,218,2,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,7,2,,
Nils Petersen,,2012-2013,23,14th,34,30,"2,736",11,5,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,4,22,,
Nils Petersen,,2013-2014,24,12th,28,19,"1,618",7,2,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,9,21,,
Nils Petersen,,2014-2015,25,10th,7,2,225,0,1,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,5,3,,
Nils Petersen,,2014-2015,25,17th,12,5,506,9,1,,,,1,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,7,4,,
Nils Petersen,,2015-2016,26,1st,32,25,"2,330",21,5,,,,6,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,7,22,,
Nils Petersen,,2016-2017,27,7th,33,7,"1,251",10,4,52.9,3.67,0.16,2,,,,,,2,,,,,,,,,Matches,,,,,,,,13,,,,,,,,,26,12,,
Nils Petersen,,2017-2018,28,15th,32,24,"2,244",15,1,30.4,2.25,0.18,5,387,64.9,56.9,68.5,48.6,17,297,149,150,114,301,86,3,18,Matches,66,49,7,8,3,3,26,16,626,23.2,923,53.0,1087,617,56.8,78,8,16,136,41.8
Nils Petersen,,2018-2019,29,13th,24,20,"1,929",10,3,45.7,2.15,0.20,1,359,70.1,64.4,75.1,51.2,8,263,139,110,108,260,78,2,15,Matches,45,36,0,6,4,0,23,15,677,19.1,783,40.7,966,529,54.8,62,4,23,105,34.9
Nils Petersen,,2019-2020,30,8th,34,24,"2,436",11,2,36.4,2.03,0.18,1,333,64.8,44.9,69.3,56.3,12,200,180,134,96,272,73,3,8,Matches,53,45,3,5,4,1,26,16,551,25.2,818,47.4,994,523,52.6,60,10,10,119,38.4
Krzysztof Piątek,,2013-2014,18,15th,4,1,162,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Krzysztof Piątek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krzysztof Piątek,,2015-2016,20,3rd,33,24,"2,033",6,3,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,9,,,
Krzysztof Piątek,,2016-2017,21,9th,5,1,180,1,0,,0.00,,0,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,4,,,
Krzysztof Piątek,,2016-2017,21,14th,27,21,"1,928",11,2,,0.00,,0,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,6,,,
Krzysztof Piątek,,2017-2018,22,9th,36,35,"3,152",21,2,,0.00,,9,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,1,,,
Krzysztof Piątek,,2018-2019,23,17th,19,18,"1,593",13,0,40.3,4.07,0.15,2,227,70.7,36.8,75.4,62.9,9,216,58,47,40,229,26,1,10,Matches,41,26,3,3,1,0,10,6,326,23.3,558,60.0,825,405,49.1,44,1,31,70,36.5
Krzysztof Piątek,,2018-2019,23,5th,18,16,"1,373",9,0,45.2,2.75,0.21,0,196,77.8,33.3,82.4,65.7,4,172,56,24,21,203,11,1,8,Matches,34,21,2,3,0,0,11,5,387,17.1,431,36.8,698,322,46.1,49,2,30,36,35.7
Krzysztof Piątek,,2019-2020,24,6th,18,14,"1,183",4,0,26.7,3.42,0.02,3,181,75.7,47.1,78.8,72.4,3,135,76,28,8,184,13,1,14,Matches,29,20,2,4,0,1,6,1,339,24.8,402,75.0,636,312,49.1,34,4,24,39,37.0
Krzysztof Piątek,,2019-2020,24,10th,15,9,909,4,1,34.8,2.28,0.09,2,163,75.5,50.0,77.6,82.8,4,129,59,28,26,147,15,0,3,Matches,20,12,5,5,2,2,4,1,235,24.3,332,68.8,496,243,49.0,24,6,23,38,33.8
Claudio Pizarro,,1999-2000,20,9th,25,24,"2,150",10,3,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,1,,,
Claudio Pizarro,,2000-2001,21,7th,31,24,"2,381",19,4,,,,2,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,7,,,
Claudio Pizarro,,2001-2002,22,3rd,30,18,"1,805",15,1,,,,1,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,12,,,
Claudio Pizarro,,2002-2003,23,1st,31,25,"2,313",15,4,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,6,,,
Claudio Pizarro,,2003-2004,24,2nd,31,18,"1,752",11,4,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,13,,,
Claudio Pizarro,,2004-2005,25,1st,23,21,"1,715",11,4,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,,,
Claudio Pizarro,,2005-2006,26,1st,26,23,"2,089",11,3,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,3,,,
Claudio Pizarro,,2006-2007,27,4th,33,23,"2,160",8,3,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,10,44,,
Claudio Pizarro,,2007-2008,28,2nd,21,4,693,2,1,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,17,7,,
Claudio Pizarro,,2008-2009,29,10th,26,24,"2,123",17,1,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,38,,
Claudio Pizarro,,2009-2010,30,3rd,26,23,"2,130",16,3,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,3,52,,
Claudio Pizarro,,2010-2011,31,13th,22,20,"1,756",9,3,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,45,,
Claudio Pizarro,,2011-2012,32,9th,29,28,"2,521",18,9,,,,2,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,1,49,,
Claudio Pizarro,,2012-2013,33,1st,20,7,754,6,7,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,13,11,,
Claudio Pizarro,,2013-2014,34,1st,17,6,692,10,3,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,11,12,,
Claudio Pizarro,,2014-2015,35,1st,13,2,329,0,1,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,11,1,,
Claudio Pizarro,,2015-2016,36,13th,28,17,"1,740",14,3,,,,5,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,11,31,,
Claudio Pizarro,,2016-2017,37,8th,19,10,854,1,1,42.9,2.21,0.05,0,,,,,,3,,,,,,,,,Matches,,,,,,,,5,,,,,,,,,9,16,,
Claudio Pizarro,,2017-2018,38,18th,16,5,579,1,1,25.0,2.49,0.06,0,175,74.5,33.3,77.8,69.0,2,154,44,37,53,155,10,1,7,Matches,16,13,2,3,3,0,9,8,69,29.0,318,87.0,345,232,67.2,14,11,6,41,40.9
